split,text,gold_id,gold_label,pred_id,pred_label,confidence,prob_sadness,prob_joy,prob_love,prob_anger,prob_fear,prob_surprise
test,i feel that passionate about,1,joy,2,love,0.8016020104056749,0.006586465007344773,0.181574486416549,0.8016020104056749,0.004611234457903386,0.003164756561210106,0.00246104715131781
test,i feel accepted and loved by a community of derby girls that i helped to create,1,joy,2,love,0.7796018890364602,0.023933336140591472,0.14280447306738625,0.7796018890364602,0.01641198718790034,0.026657833403496842,0.01059048116416477
test,i realized what i am passionate about helping women feel accepted and appreciated,1,joy,2,love,0.768083753958944,0.0063852580296166125,0.20342401507845864,0.768083753958944,0.00680700563126703,0.012377915525709401,0.002922051776004273
test,i feel a bit stressed even though all the things i have going on are fun,3,anger,0,sadness,0.7559057981021616,0.7559057981021616,0.07976945223849671,0.016778677936130762,0.08753024001147933,0.041740631886640275,0.01827519982509127
test,im much more peaceful and happy when the house is clean the food is good and my kids arent feeling needy,0,sadness,1,joy,0.7551951175781751,0.13684894730652877,0.7551951175781751,0.03497336623493062,0.038145975344172654,0.020863314037394463,0.013973279498798478
test,i feel so blessed and honored that we get to be its parents,2,love,1,joy,0.7471679208968561,0.03335821672902288,0.7471679208968561,0.16134531993106052,0.033367495878699555,0.016470827548198126,0.008290219016162548
test,ive blogged and i feel strange about it,5,surprise,4,fear,0.7213050958191624,0.01894417567261918,0.014875224902401311,0.008192346361486465,0.010795856328259955,0.7213050958191624,0.22588730091607073
test,i feel more amazed and more thankful for having e in our lives,5,surprise,1,joy,0.715039463770905,0.04420457318122809,0.715039463770905,0.04436435853262381,0.023166196695178755,0.03326608974533672,0.13995931807472747
test,i was like should i feel sweet or feel offended,2,love,3,anger,0.7116038625767561,0.032126517759076795,0.13826868785521004,0.096316112072906,0.7116038625767561,0.011569391635124226,0.010115428100926896
test,i cant do a simple math question and guess what i broke down in front of my tuition teacher whom i have known for almost years now feeling pressured and i feel so bad bout myself,4,fear,0,sadness,0.7054665010359754,0.7054665010359754,0.06595694767238802,0.028004185832944183,0.051365127690708896,0.1366024551006105,0.012604782667372914
test,i feel so greedy so needy so helpless,3,anger,0,sadness,0.7012010686785418,0.7012010686785418,0.009976183515559883,0.006481565533063682,0.1749368011528208,0.10148658675471936,0.005917794365294469
test,i lift different now because it hurt so bad the day it happened that i can t get it out of my mind and i feel myself being a bit timid,4,fear,0,sadness,0.6970594694923063,0.6970594694923063,0.0685919060668497,0.017935179540626792,0.13397043540960213,0.06286418175280949,0.01957882773780552
test,i feel this strange sort of liberation,5,surprise,4,fear,0.6894761056829931,0.04018770719602087,0.036805364650233166,0.016651051464526206,0.02021924309344785,0.6894761056829931,0.1966605279127788
test,i feel like now its more of sweet apple now,2,love,1,joy,0.6890230039709985,0.07640534373789624,0.6890230039709985,0.17580113591950108,0.030791193078151785,0.01906688454786478,0.008912438745587602
test,i don t feel particularly agitated,4,fear,3,anger,0.6828955772514104,0.036975108762474736,0.09103415407382902,0.026975198936207315,0.6828955772514104,0.1545683555603535,0.007551605415725023
test,i have strong feelings about being faithful,2,love,1,joy,0.6791446959099734,0.03614826862192032,0.6791446959099734,0.1785879258239694,0.043760539045955046,0.0504595514940609,0.011899019104120924
test,i look at this photo i feel gentle and calm my makeup is still soft but its warmer and i feel it harmonizes better with the warm colours of these flowers,2,love,1,joy,0.6777457277956616,0.08040830257040021,0.6777457277956616,0.1290193172751184,0.05763896922008868,0.022894436457868608,0.03229324668086249
test,i didn t mean to get angry with you bommie i just can t control my feelings hellip i just hated myself why i am like this the dara who can t get over with that b,0,sadness,3,anger,0.67422917227047,0.14532111114331359,0.09589732547581209,0.035238324923128235,0.67422917227047,0.035747839771783134,0.013566226415492981
test,i feel so blessed to be married to him because he loves his stepchildren,1,joy,2,love,0.6742240948921806,0.07771174348523668,0.17604188589759012,0.6742240948921806,0.037703574025256176,0.025556497378341352,0.008762204321395057
test,i do feel stressed,0,sadness,3,anger,0.6737941953279011,0.29168921874995585,0.015798634043603797,0.0060609568925201395,0.6737941953279011,0.008080995819565819,0.004575999166453374
test,im feeling generous today heres one more you may have already seen but is good for a chuckle,2,love,1,joy,0.6699676964106882,0.06649176999421404,0.6699676964106882,0.19668185033371352,0.029960508640364175,0.0259247741395516,0.010973400481468543
test,i will practice meditation if i feel overwhelmed and hopefully become successful in peaceful practice,5,surprise,1,joy,0.6544931883648085,0.040700302550285124,0.6544931883648085,0.021113344312894994,0.027258726867954435,0.13609876679700497,0.12033567110705186
test,i feel my truth is accepted and not judged because well,2,love,1,joy,0.6539410272051979,0.06508292908169726,0.6539410272051979,0.19436853593910872,0.03635510692105388,0.03863005113525428,0.011622349717688097
